date|distance|mov_time|elevation|relativeEffort|avg_power_weig|work_total|training_load|intensity|estAvgPower|energyOutput|avg_speed|max_speed|avg_cadence|max_cadence|avg_heartRate|max_heartRate|avg_power|max_power|avg_calories|avg_temperature|avg_elap_time|bicycle_model|url
1/27/2018|13.61|00:31:41|49|0|172|331|11|40%|0|0|25.8|35.6|87|112|0|0|174|654|369|3|00:56:11|Garmin Edge 520|https://www.strava.com/activities/1392939236
1/25/2018|36.27|01:19:52|108|0|194|903|35|45%|0|0|27.3|42.5|84|139|130|148|189|1322|1,007|6|01:54:00|Garmin Edge 520|https://www.strava.com/activities/1392939309
1/24/2018|11.88|00:22:49|31|0|0|0|0||0|0|31.3|55.8|0|0|146|180|0|0||15|00:22:49|Garmin Edge 520|https://www.strava.com/activities/1392939187
1/23/2018|30.22|01:01:44|102|0|260|828|40|60%|0|0|29.4|61.2|87|124|127|171|224|1528|923|0|01:06:20|Garmin Edge 520|https://www.strava.com/activities/1392939299
1/18/2018|104.99|03:41:58|894|0|195|2353|82|45%|0|0|28.4|67.3|82|111|114|148|177|1035|2,623|13|04:48:10|Garmin Edge 520|https://www.strava.com/activities/1392939453
1/16/2018|20.34|00:54:51|132|0|149|429|13|35%|0|0|22.3|51.8|87|130|108|224|130|608|479|21|01:45:37|SRM PC8|https://www.strava.com/activities/1360180564
1/14/2018|163.1|05:40:50|2495|0|241|4046|183|56%|0|0|28.7|69.8|79|122|128|180|198|1183|4,511|12|06:22:54|SRM PC8|https://www.strava.com/activities/1357660316
1/13/2018|208.82|06:52:50|3052|0|264|5429|272|61%|0|0|30.3|84.2|84|144|132|164|219|1347|6,053|11|08:57:11|SRM PC8|https://www.strava.com/activities/1355311733
1/1/2018|99.73|03:09:10|253|0|270|2831|135|63%|0|0|31.6|46.8|86|138|136|163|249|1568|3,156|11|03:33:00|SRM PC8|https://www.strava.com/activities/1335898962
1/19/2018|226.85|06:42:57|1941|0|232|4507|202|54%|0|0|33.8|69.8|84|149|118|155|186|1592|5,026|10|07:35:56|Garmin Edge 520|https://www.strava.com/activities/1392939568
1/17/2018|168.13|04:45:38|1309|0|253|2319|126|59%|0|0|35.3|73.8|82|122|130|163|135|830|2,586|18|05:34:57|Garmin Edge 520|https://www.strava.com/activities/1392939478
1/15/2018|195.82|06:39:27|3131|0|268|5239|266|62%|0|0|29.4|79.9|82|133|127|167|219|1359|5,841|13|07:22:28|SRM PC8|https://www.strava.com/activities/1360180954
