30.07.2018|66,22|01:57:29|157|0|233|1,431|72|60%|0|0|338|587|88|141|123|184|203|836|949|27|02:01:00|Sigma Rox 11.0|https://www.strava.com/activities/1737627136
28.07.2018|142,99|05:00:45|2,434|0|243|3,575|206|63%|0|0|285|760|79|156|132|193|198|855|2,685|22|05:29:50|Sigma Rox 11.0|https://www.strava.com/activities/1733395683
26.07.2018|81,73|02:27:16|874|0|244|1,763|101|63%|0|0|333|680|84|113|140|195|200|497|1,466|35|02:37:12|Sigma Rox 11.0|https://www.strava.com/activities/1729464616
20.07.2018|31,02|00:58:35|21|0|165|558|17|43%|0|0|318|443|84|113|107|129|159|339|368|22|00:58:35|Sigma Rox 11.0|https://www.strava.com/activities/1715922322
19.07.2018|65,07|02:00:54|70|0|189|1,326|49|49%|0|0|323|446|88|110|114|143|183|556|847|23|02:09:33|Sigma Rox 11.0|https://www.strava.com/activities/1713016727
18.07.2018|165,42|05:00:35|556|0|208|3,72|151|54%|0|0|330|828|86|120|132|156|206|767|2,725|23|06:50:23|Sigma Rox 11.0|https://www.strava.com/activities/1711246555
15.07.2018|157,76|04:57:48|319|0|195|3,455|128|50%|0|0|318|500|86|117|128|153|193|547|2,558|23|05:22:47|Sigma Rox 11.0|https://www.strava.com/activities/1711285407
08.07.2018|152,15|04:52:14|1,543|0|224|3,562|171|58%|0|0|312|799|85|114|138|184|203|962|2,824|25|05:17:54|Sigma Rox 11.0|https://www.strava.com/activities/1711266831
26.08.2018|207,11|04:51:06|2,715|0|270|4,113|237|70%|0|0|427|871|88|190|139|197|235|964|2,838|21|04:51:36|Sigma Rox 11.0|https://www.strava.com/activities/1800371435
25.08.2018|175,79|04:13:05|2,394|0|284|3,598|227|73%|0|0|417|922|86|149|139|191|237|960|2,491|18|04:14:40|Sigma Rox 11.0|https://www.strava.com/activities/1800374352
24.08.2018|195,15|04:50:59|2,507|0|267|3,694|231|69%|0|0|402|958|84|139|134|195|212|943|2,616|22|04:51:48|Sigma Rox 11.0|https://www.strava.com/activities/1794620840
20.08.2018|135,23|04:24:42|1,913|0|227|3,154|156|59%|0|0|307|731|80|151|131|175|199|1,141|2,325|28|04:56:21|Sigma Rox 11.0|https://www.strava.com/activities/1785330485
19.08.2018|55,19|01:43:14|221|0|177|1,042|37|46%|0|0|321|785|84|108|0|0|168|477|1,278|25|02:28:07|Sigma Rox 11.0|https://www.strava.com/activities/1782792967
17.08.2018|116,61|04:01:06|1,926|0|254|3,006|181|66%|0|0|290|796|80|114|125|181|208|697|1,953|27|04:47:46|Sigma Rox 11.0|https://www.strava.com/activities/1778440929
16.08.2018|160,4|05:36:21|2,878|0|213|3,659|175|55%|0|0|286|824|77|127|120|157|181|727|2,430|24|06:37:49|Sigma Rox 11.0|https://www.strava.com/activities/1776349838
15.08.2018|113,68|04:12:40|2,85|0|268|3,179|207|69%|0|0|270|857|77|121|137|197|210|579|2,416|23|04:56:26|Sigma Rox 11.0|https://www.strava.com/activities/1774107377
12.08.2018|147,67|03:49:20|2,387|0|302|3,779|232|78%|0|0|386|821|91|136|162|191|275|1,032|2,799|25|03:49:20|Sigma Rox 11.0|https://www.strava.com/activities/1767765901
10.08.2018|118,85|04:06:09|2,083|0|251|3,005|177|65%|0|0|290|749|79|119|130|189|203|557|2,167|21|04:58:54|Sigma Rox 11.0|https://www.strava.com/activities/1763238764
31.12.2018|89,58|02:56:39|104|0|173|1,79|60|45%|0|0|304|432|95|199|117|164|169|695|1,333|7|03:03:38|Sigma Rox 11.0|https://www.strava.com/activities/2046706942
30.12.2018|159,87|04:59:35|379|0|207|3,577|145|53%|0|0|320|500|90|179|132|165|199|1,136|2,765|6|05:17:37|Sigma Rox 11.0|https://www.strava.com/activities/2044846189
27.12.2018|104,27|03:53:15|680|0|160|947|67|41%|0|0|268|461|87|109|138|192|68|793|2,362|3|04:33:46|Sigma Rox 11.0|https://www.strava.com/activities/2038480301
23.12.2018|57,3|03:03:26|750|0|0|0|0||112|1,233|187|508|0|0|138|181|0|0|1,723|5|03:11:47|Sigma Rox 12.0|https://www.strava.com/activities/2033258386
22.12.2018|86,92|04:07:31|1,221|0|0|0|0||127|1,88|211|594|0|0|73|173|0|0|2,437|6|05:02:42|Sigma Rox 12.0|https://www.strava.com/activities/2029997953
21.12.2018|45,52|02:13:41|559|0|0|0|0||125|1,001|204|601|0|0|147|184|0|0|1,387|7|02:34:12|Sigma Rox 12.0|https://www.strava.com/activities/2028210508
20.12.2018|85,94|02:45:50|83|0|209|2,081|82|54%|0|0|311|508|93|135|130|156|209|591|1,450|3|02:50:40|Sigma Rox 12.0|https://www.strava.com/activities/2027178883
16.12.2018|198,18|06:22:41|3,777|0|235|4,903|242|61%|0|0|311|774|85|160|134|178|214|861|3,537|16|07:00:58|Sigma Rox 12.0|https://www.strava.com/activities/2020486235
15.12.2018|152,12|05:00:44|2,222|0|219|3,364|176|57%|0|0|304|738|84|130|125|178|186|691|2,483|15|05:30:05|Sigma Rox 12.0|https://www.strava.com/activities/2018628116
14.12.2018|138,31|04:37:03|3,334|0|235|3,019|177|61%|0|0|300|828|80|120|137|176|182|795|2,657|20|05:12:17|Sigma Rox 12.0|https://www.strava.com/activities/2016804490
12.12.2018|139,72|04:46:33|2,441|0|214|3,076|152|55%|0|0|293|706|78|165|128|181|179|823|2,450|17|05:04:28|Sigma Rox 12.0|https://www.strava.com/activities/2013631612
11.12.2018|138,04|04:07:20|1,704|0|220|2,849|138|57%|0|0|335|691|85|140|133|179|192|1,242|2,263|15|04:15:44|Sigma Rox 12.0|https://www.strava.com/activities/2011812315
08.12.2018|90,06|03:20:50|1,622|0|234|2,286|127|60%|0|0|269|580|79|112|126|173|190|582|1,635|12|03:30:54|Sigma Rox 11.0|https://www.strava.com/activities/2006578032
07.12.2018|145,62|04:59:55|1,784|0|204|3,292|147|53%|0|0|291|727|83|159|128|171|183|1,165|2,548|15|05:33:15|Sigma Rox 11.0|https://www.strava.com/activities/2005026587
05.12.2018|134,24|04:36:30|1,606|0|207|3,103|138|53%|0|0|291|720|85|175|128|186|187|1,127|2,381|17|05:27:47|Sigma Rox 11.0|https://www.strava.com/activities/2002286134
04.12.2018|115,86|04:02:59|1,721|0|232|2,921|149|60%|0|0|286|720|83|136|135|180|200|892|2,312|17|04:42:41|Sigma Rox 11.0|https://www.strava.com/activities/1999874719
loaded urls in 10.00:28:17.8323504
