28.02.2018|1,78|00:41:56|0|0|0|0|0||0|0|26|148|89|146|0|0|0|0||17|02:11:55|Wahoo ELEMNT BOLT|https://www.strava.com/activities/1431244530
27.02.2018|34,06|01:02:48|157|0|0|0|0||0|0|325|612|84|115|0|0|0|0||0|01:43:30|Wahoo ELEMNT BOLT|https://www.strava.com/activities/1428186502
25.02.2018|170,91|05:46:32|2,723|0|0|0|0||0|0|296|713|29|95|0|0|0|0||10|08:33:19|Wahoo ELEMNT BOLT|https://www.strava.com/activities/1428187358
24.02.2018|86,06|03:01:28|1,113|0|0|0|0||0|0|285|583|36|78|0|0|0|0||8|03:12:30|Wahoo ELEMNT BOLT|https://www.strava.com/activities/1428188911
22.02.2018|96,53|03:37:13|1,636|0|0|0|0||0|0|267|677|77|172|0|0|0|0||5|04:48:58|Wahoo ELEMNT BOLT|https://www.strava.com/activities/1420487759
20.02.2018|41,83|01:34:27|456|0|0|0|0||0|0|266|540|75|110|0|0|0|0||9|01:43:12|Wahoo ELEMNT BOLT|https://www.strava.com/activities/1420489893
18.02.2018|139,68|03:22:52|992|0|0|0|0||0|0|413|940|82|128|0|0|0|0||33|03:35:45|Wahoo ELEMNT BOLT|https://www.strava.com/activities/1413753670
17.02.2018|166,8|04:05:48|1,881|0|0|0|0||0|0|407|889|83|130|0|0|0|0||34|04:13:42|Wahoo ELEMNT BOLT|https://www.strava.com/activities/1412272868
16.02.2018|16,35|00:30:36|43|0|0|0|0||0|0|321|454|67|107|0|0|0|0||28|00:33:18|Wahoo ELEMNT BOLT|https://www.strava.com/activities/1410057618
16.02.2018|120,22|03:11:48|2,03|0|0|0|0||0|0|376|994|85|155|0|0|0|0||31|03:11:48|Wahoo ELEMNT BOLT|https://www.strava.com/activities/1410058803
13.02.2018|181,19|04:33:43|765|0|0|0|0||0|0|397|918|72|140|0|0|0|0||28|04:45:34|Wahoo ELEMNT BOLT|https://www.strava.com/activities/1405424809
11.02.2018|76,13|02:22:38|973|0|0|0|0||0|0|320|954|79|193|0|0|0|0||27|02:36:27|Wahoo ELEMNT BOLT|https://www.strava.com/activities/1401953231
10.02.2018|31,81|01:04:53|55|0|0|0|0||0|0|294|432|87|116|0|0|0|0||25|01:25:45|Wahoo ELEMNT BOLT|https://www.strava.com/activities/1401953725
08.02.2018|172,35|06:02:25|2,08|0|0|0|0||0|0|285|767|80|129|0|0|0|0||28|06:53:52|Wahoo ELEMNT BOLT|https://www.strava.com/activities/1397039519
07.02.2018|138,72|04:36:15|1,54|0|0|0|0||0|0|301|896|82|237|0|0|0|0||29|05:30:00|Wahoo ELEMNT BOLT|https://www.strava.com/activities/1395471097
06.02.2018|85,47|02:48:44|890|0|0|0|0||0|0|304|637|81|115|0|0|0|0||17|04:30:22|Wahoo ELEMNT BOLT|https://www.strava.com/activities/1393650810
06.02.2018|13,45|00:35:54|336|0|0|0|0||0|0|225|702|74|145|0|0|0|0||14|00:41:57|Wahoo ELEMNT BOLT|https://www.strava.com/activities/1393338651
31.03.2018|188,74|04:46:51|3,125|0|0|0|0||0|0|395|832|18|115|0|0|0|0||11|04:48:16|Wahoo ELEMNT|https://www.strava.com/activities/1481860924
28.03.2018|105,2|03:13:06|1,052|0|0|0|0||0|0|327|695|85|126|0|0|0|0||18|04:01:12|Wahoo ELEMNT|https://www.strava.com/activities/1481860964
27.03.2018|107,97|03:35:03|681|0|0|0|0||0|0|301|565|82|121|0|0|0|0||12|03:38:28|Wahoo ELEMNT|https://www.strava.com/activities/1481864960
26.03.2018|16,01|00:45:09|240|0|0|0|0||0|0|213|518|77|125|0|0|0|0||3|00:46:55|Wahoo ELEMNT|https://www.strava.com/activities/1481867234
25.03.2018|105,07|02:33:04|906|0|0|0|0||0|0|412|720|0|0|0|0|0|0|895|12|02:33:04|Wahoo ELEMNT|https://www.strava.com/activities/2124841478
24.03.2018|116,28|02:39:17|1,133|0|0|0|0||0|0|438|853|83|131|0|0|0|0|919|3|02:39:17|Wahoo ELEMNT|https://www.strava.com/activities/2124842453
24.03.2018|0|00:00:00|0|0|0|0|0||0|0|0|0|0|144|0|0|0|0||0|02:07:48|Wahoo ELEMNT|https://www.strava.com/activities/1471787860
23.03.2018|209,86|05:36:33|3,195|0|0|0|0||0|0|374|857|78|133|0|0|0|0|2,661|13|05:36:33|Wahoo ELEMNT|https://www.strava.com/activities/2124844965
23.03.2018|54,03|01:53:05|836|0|0|0|0||0|0|287|594|78|120|0|0|0|0||18|02:05:45|Wahoo ELEMNT|https://www.strava.com/activities/1471789354
22.03.2018|83,29|02:39:30|879|0|0|0|0||0|0|313|652|84|114|0|0|0|0||11|02:41:33|Wahoo ELEMNT|https://www.strava.com/activities/1471791059
21.03.2018|162,38|04:45:20|2,91|0|0|0|0||0|0|341|745|78|121|0|0|0|0|2,816|9|04:47:07|Wahoo ELEMNT|https://www.strava.com/activities/2124847718
21.03.2018|43,6|01:47:28|619|0|0|0|0||0|0|243|608|0|0|0|0|0|0||12|02:03:52|Wahoo ELEMNT|https://www.strava.com/activities/1471791984
