date|distance|mov_time|elevation|relativeEffort|avg_power_weig|work_total|training_load|intensity|estAvgPower|energyOutput|avg_speed|max_speed|avg_cadence|max_cadence|avg_heartRate|max_heartRate|avg_power|max_power|avg_calories|avg_temperature|avg_elap_time|bicycle_model|url
1/9/2018|125.99|04:10:03|2107|0|241|2727|198|67%|0|0|30.2|71.3|80|173|0|0|182|800|3,040|20|04:40:50|Garmin Edge 520|https://www.strava.com/activities/1347867263
1/2/2018|92.5|03:00:34|950|0|252|2253|149|70%|0|0|30.7|54.4|86|138|0|0|208|640|2,512|1|03:02:35|Garmin Edge 520|https://www.strava.com/activities/1337183967
2/21/2018|100.9|02:58:33|1094|0|0|0|0||0|0|33.9|72|87|165|0|0|0|0||0|02:58:56|Garmin Edge 520|https://www.strava.com/activities/1418771759
4/29/2018|62.33|02:13:10|387|0|209|1529|75|58%|0|0|28.1|57.2|84|155|0|0|191|1019|1,529|7|02:13:47|Garmin Edge 820|https://www.strava.com/activities/1988135154
4/26/2018|39.48|01:22:15|344|0|188|780|37|52%|0|0|28.8|53.6|86|146|0|0|158|475|780|15|01:22:48|Garmin Edge 820|https://www.strava.com/activities/1988134042
4/26/2018|67.14|02:10:25|357|0|213|1527|75|59%|0|0|30.9|48.6|88|157|137|167|195|652|1,529|10|02:10:25|Garmin Edge 820|https://www.strava.com/activities/1988134034
4/24/2018|42.02|01:27:10|403|0|210|954|49|58%|0|0|28.9|51.8|87|135|0|0|182|490|955|14|01:27:59|Garmin Edge 820|https://www.strava.com/activities/1988133645
4/24/2018|59.47|01:55:54|316|0|224|1473|74|62%|0|0|30.8|49|90|149|0|0|212|471|1,473|9|01:56:24|Garmin Edge 820|https://www.strava.com/activities/1988133444
4/22/2018|28.94|01:09:14|436|0|179|568|28|50%|0|0|25.1|51.1|83|165|0|0|137|421|572|19|01:09:40|Garmin Edge 820|https://www.strava.com/activities/1988133172
4/19/2018|30.82|01:10:35|130|0|154|591|21|43%|0|0|26.2|48.2|85|153|0|0|140|407|592|21|01:11:37|Garmin Edge 820|https://www.strava.com/activities/1988132823
4/17/2018|34.48|01:09:40|194|0|202|731|38|56%|0|0|29.7|51.5|87|149|0|0|175|543|731|20|01:13:05|Garmin Edge 820|https://www.strava.com/activities/1988132411
4/17/2018|40.51|01:28:24|249|0|183|853|39|51%|0|0|27.5|55.1|86|161|0|0|161|800|854|15|01:31:02|Garmin Edge 820|https://www.strava.com/activities/1987694933
4/16/2018|35.7|01:12:32|316|0|216|816|43|60%|0|0|29.5|56.5|92|153|126|164|187|855|816|10|01:12:32|Garmin Edge 820|https://www.strava.com/activities/1987694593
4/14/2018|66.09|02:18:56|579|0|208|1509|81|58%|0|0|28.5|57.2|92|169|123|150|181|723|1,520|13|02:32:06|Garmin Edge 820|https://www.strava.com/activities/1987693797
4/13/2018|45.93|01:32:26|438|0|195|979|45|54%|0|0|29.8|55.1|92|144|124|148|177|766|979|8|01:33:28|Garmin Edge 820|https://www.strava.com/activities/1987693312
4/12/2018|45.01|01:34:58|425|0|177|900|38|49%|0|0|28.4|50.4|92|169|0|0|158|615|898|16|01:34:58|Garmin Edge 820|https://www.strava.com/activities/1987693093
4/11/2018|31.54|01:05:02|239|0|209|740|36|58%|0|0|29.1|51.5|90|143|0|0|190|425|740|8|01:05:02|Garmin Edge 820|https://www.strava.com/activities/1987692885
4/10/2018|31.53|01:08:41|234|0|189|698|31|53%|0|0|27.5|50.8|88|152|0|0|169|370|699|13|01:08:41|Garmin Edge 820|https://www.strava.com/activities/1987692773
4/9/2018|31.55|01:05:05|243|0|201|710|33|56%|0|0|29.1|46.4|88|143|0|0|182|610|710|10|01:05:05|Garmin Edge 820|https://www.strava.com/activities/1987692654
4/28/2018|75.72|02:37:10|94|0|186|1591|71|52%|0|0|28.9|49.3|84|162|0|0|169|546|1,591|10|02:39:31|Garmin Edge 820|https://www.strava.com/activities/1988135044
4/20/2018|88.7|03:06:05|1403|0|226|2101|128|63%|0|0|28.6|75.6|84|147|0|0|188|755|2,343|24|03:45:00|Garmin Edge 820|https://www.strava.com/activities/1520199234
4/18/2018|75.6|02:27:52|79|0|181|1539|63|50%|0|0|30.7|50.8|88|162|0|0|173|698|1,539|20|02:31:52|Garmin Edge 820|https://www.strava.com/activities/1988133418
5/24/2018|123.67|03:57:59|719|0|204|2659|128|57%|0|0|31.2|63.7|89|158|0|0|186|641|2,965|19|03:59:01|Garmin Edge 520|https://www.strava.com/activities/1593339373
5/1/2018|31.11|01:02:27|234|0|194|656|30|54%|0|0|29.9|48.6|87|134|0|0|175|608|654|11|01:02:27|Garmin Edge 820|https://www.strava.com/activities/1988136012
5/1/2018|65.67|02:15:58|377|0|209|1581|76|58%|0|0|29|61.2|89|165|0|0|194|583|1,580|8|02:17:05|Garmin Edge 820|https://www.strava.com/activities/1988136055
6/30/2018|95.48|03:23:53|1975|0|221|2169|130|61%|0|0|28.1|61.2|86|164|0|0|177|559|2,169|26|03:36:53|Garmin Edge 520|https://www.strava.com/activities/1674263786
6/29/2018|53.12|01:51:34|1181|0|280|1371|113|78%|0|0|28.6|64.4|83|227|0|0|205|722|1,366|23|01:52:07|Garmin Edge 520|https://www.strava.com/activities/1674253618
6/13/2018|70.41|02:27:43|540|0|206|1490|86|57%|0|0|28.6|49.7|83|172|0|0|168|665|1,492|16|02:43:51|Garmin Edge 520|https://www.strava.com/activities/1635987141
6/11/2018|70.29|02:09:56|104|0|259|1566|112|72%|0|0|32.5|56.9|84|158|131|181|201|1177|1,563|18|02:09:56|Garmin Edge 520|https://www.strava.com/activities/1631393853
6/7/2018|129.29|04:25:02|2143|0|226|2928|175|63%|0|0|29.3|65.5|88|170|0|0|184|521|3,265|20|04:25:38|Garmin Edge 520|https://www.strava.com/activities/1622849041
6/5/2018|86.6|03:02:33|1753|0|270|2177|175|75%|0|0|28.5|64.8|81|162|0|0|199|917|2,428|17|03:07:30|Garmin Edge 520|https://www.strava.com/activities/1618742257
6/3/2018|127.58|04:29:41|2530|0|260|3587|237|72%|0|0|28.4|64.8|86|155|0|0|222|782|4,000|21|04:43:48|Garmin Edge 520|https://www.strava.com/activities/1614412972
6/3/2018|127.58|04:29:41|2530|0|260|3587|237|72%|0|0|28.4|64.8|86|155|0|0|222|782|4,000|21|04:43:48|Garmin Edge 520|https://www.strava.com/activities/1611757540
7/26/2018|59.54|02:00:48|556|0|248|1149|96|69%|0|0|29.6|54|82|148|120|184|159|647|1,146|24|02:01:59|Garmin Edge 520|https://www.strava.com/activities/1731259430
