7/30/2020|139.56|04:44:04|1729|0|0|0|0||0|0|29.5|76|85|170|0|0|0|0|2,304|25|05:04:00|Bryton Rider 420|https://www.strava.com/activities/3838299743
7/31/2020|49.6|01:40:25|44|0|0|0|0||0|0|29.6|40.7|86|163|0|0|0|0|822|27|01:45:14|Bryton Rider 420|https://www.strava.com/activities/3847484639
8/30/2020|116.13|03:57:10|1428|0|0|0|0||0|0|29.4|59|88|166|0|0|0|0|1,944|18|03:59:48|Bryton Rider 420|https://www.strava.com/activities/3991013975
8/25/2020|245.62|06:00:55|2013|0|0|0|0||0|0|40.8|87.5|94|180|0|0|0|0|3,538|18|06:01:43|Bryton Rider 420|https://www.strava.com/activities/3963789189
8/24/2020|31.01|00:59:25|312|0|0|0|0||0|0|31.3|56.5|89|148|0|0|0|0|485|19|01:01:21|Bryton Rider 420|https://www.strava.com/activities/3959157299
8/23/2020|129.47|03:32:24|183|0|0|0|0||0|0|36.6|59|94|152|0|0|0|0|1,813|17|03:45:05|Bryton Rider 420|https://www.strava.com/activities/3954300809
8/22/2020|52.3|01:51:03|343|0|0|0|0||0|0|28.3|53.6|88|169|0|0|0|0|875|21|02:20:11|Bryton Rider 420|https://www.strava.com/activities/3948583607
8/19/2020|205.05|05:13:53|3265|0|0|0|0||0|0|39.2|84.6|91|180|0|0|0|0|2,908|25|05:14:18|Bryton Rider 420|https://www.strava.com/activities/3937054242
8/18/2020|197.61|04:58:26|2785|0|0|0|0||0|0|39.7|88.9|92|180|0|0|0|0|2,843|22|05:05:52|Bryton Rider 420|https://www.strava.com/activities/3931289268
8/17/2020|181.39|04:16:51|1713|0|0|0|0||0|0|42.4|76|92|177|0|0|0|0|2,468|21|04:19:07|Bryton Rider 420|https://www.strava.com/activities/3926446755
8/16/2020|190.88|04:37:22|1336|0|0|0|0||0|0|41.3|79.2|91|177|0|0|0|0|2,692|26|04:46:05|Bryton Rider 420|https://www.strava.com/activities/3921483684
8/15/2020|46.84|01:29:54|191|0|0|0|0||0|0|31.3|51.1|91|130|0|0|0|0|752|21|01:30:20|Bryton Rider 420|https://www.strava.com/activities/3915437377
8/14/2020|134.09|03:31:46|143|0|0|0|0||0|0|38|56.9|97|153|0|0|0|0|1,873|22|03:49:03|Bryton Rider 420|https://www.strava.com/activities/3911371963
8/12/2020|45.28|01:35:44|239|0|0|0|0||0|0|28.4|50|90|114|0|0|0|0|767|28|01:39:27|Bryton Rider 420|https://www.strava.com/activities/3901473965
8/11/2020|46.82|01:39:07|178|0|0|0|0||0|0|28.3|44.3|89|141|0|0|0|0|803|26|01:41:39|Bryton Rider 420|https://www.strava.com/activities/3901475236
8/9/2020|191.09|04:47:12|2303|0|0|0|0||0|0|39.9|92.5|87|157|0|0|0|0|2,687|28|04:50:00|Bryton Rider 420|https://www.strava.com/activities/3889310393
8/8/2020|153.83|04:13:47|3114|0|0|0|0||0|0|36.4|93.6|84|180|0|0|0|0|2,343|25|04:13:47|Bryton Rider 420|https://www.strava.com/activities/3883887242
8/7/2020|201.96|05:06:27|3206|0|0|0|0||0|0|39.5|85.7|89|180|0|0|0|0|2,933|29|05:08:25|Bryton Rider 420|https://www.strava.com/activities/3878383321
8/6/2020|155.55|03:38:46|832|0|0|0|0||0|0|42.7|74.5|89|176|0|0|0|0|2,048|25|03:40:15|Bryton Rider 420|https://www.strava.com/activities/3874014260
8/5/2020|205.05|04:59:15|1581|0|0|0|0||0|0|41.1|80.6|87|149|0|0|0|0|2,896|22|05:14:43|Bryton Rider 420|https://www.strava.com/activities/3869119208
8/4/2020|41.19|01:21:37|178|0|0|0|0||0|0|30.3|51.5|87|161|0|0|0|0|663|14|01:24:01|Bryton Rider 420|https://www.strava.com/activities/3862223601
8/3/2020|64.66|02:13:03|489|0|0|0|0||0|0|29.2|55.1|85|180|0|0|0|0|1,082|25|02:38:40|Bryton Rider 420|https://www.strava.com/activities/3857562082
8/2/2020|52.04|01:40:56|48|0|0|0|0||0|0|30.9|42.1|93|131|0|0|0|0|854|16|01:44:04|Bryton Rider 420|https://www.strava.com/activities/3851979153
8/1/2020|96.17|03:01:21|132|0|0|0|0||0|0|31.8|58|87|170|0|0|0|0|1,503|22|03:37:51|Bryton Rider 420|https://www.strava.com/activities/3847482160
9/28/2020|61.62|02:00:55|22|0|0|0|0||0|0|30.6|49|91|140|0|0|0|0|984|9|02:03:17|Bryton Rider 420|https://www.strava.com/activities/4122877830
9/25/2020|15.45|00:34:01|36|0|0|0|0||0|0|27.3|39.6|88|133|0|0|0|0|280|10|00:34:01|Bryton Rider 420|https://www.strava.com/activities/4122881186
9/21/2020|46.26|01:27:49|48|0|0|0|0||0|0|31.6|52.2|90|161|0|0|0|0|736|17|01:28:55|Bryton Rider 420|https://www.strava.com/activities/4098247575
